,bedrooms,bathrooms,sqft_living,floors,waterfront,view,condition,grade,month_sold,age
3569,4,2.5,2960,2.0,0.0,0.0,3,10,10,33
3570,2,2.0,1300,1.0,0.0,0.0,3,7,1,18
3571,4,2.5,2520,2.0,0.0,0.0,3,9,10,28
3572,3,1.0,1150,1.5,0.0,0.0,3,7,7,95
3573,4,2.0,2030,1.5,0.0,0.0,3,6,6,75
3574,3,1.5,1880,1.0,0.0,0.0,3,8,6,54
3575,2,1.0,2320,2.0,0.0,0.0,4,6,3,80
3576,2,1.0,1050,1.5,0.0,3.0,4,6,5,112
3577,4,2.5,3030,2.0,0.0,0.0,3,9,9,44
3578,1,0.75,530,1.0,0.0,2.0,4,4,12,72
3579,3,1.5,1090,1.0,0.0,0.0,4,7,6,54
3580,3,2.25,2220,1.0,0.0,0.0,3,7,7,29
3581,3,2.25,1430,2.0,0.0,0.0,3,7,8,35
3582,4,4.5,3780,2.0,0.0,4.0,4,11,2,112
3583,2,1.0,1560,1.0,0.0,0.0,4,6,7,75
3584,4,2.25,2220,1.5,0.0,0.0,5,8,4,90
3585,3,1.5,1140,1.0,0.0,0.0,3,7,6,62
3586,4,2.5,2540,1.0,0.0,0.0,5,7,9,65
3587,3,2.25,1440,2.0,0.0,0.0,3,7,3,37
3588,3,2.25,1570,1.0,0.0,0.0,4,7,1,45
3589,4,2.25,1860,1.0,0.0,0.0,3,7,7,60
3590,5,3.0,2440,1.0,0.0,0.0,3,9,6,16
3591,4,2.5,2100,1.0,0.0,2.0,4,7,11,62
3592,4,2.5,2150,2.0,0.0,0.0,3,8,6,25
3593,3,2.5,2440,2.0,0.0,0.0,4,8,9,28
3594,5,1.5,1930,2.0,0.0,0.0,3,7,12,56
3595,4,2.0,1830,1.0,0.0,0.0,3,7,10,59
3596,4,3.5,1850,2.0,0.0,0.0,3,7,5,36
3597,4,3.5,3210,3.0,0.0,0.0,3,9,8,8
3598,1,1.0,1090,1.0,0.0,0.0,3,6,8,95
3599,3,1.5,1870,2.0,0.0,2.0,3,7,11,116
3600,3,2.25,1920,1.0,0.0,2.0,3,8,1,45
3601,2,1.0,700,1.0,0.0,0.0,3,6,7,79
3602,4,2.25,3380,1.0,0.0,2.0,4,8,7,53
3603,5,2.5,2430,2.0,0.0,0.0,3,8,2,15
3604,3,1.75,1950,1.0,0.0,0.0,3,7,4,46
3605,2,1.0,900,1.0,0.0,0.0,4,6,8,61
3606,3,2.5,2060,2.0,0.0,0.0,3,8,8,35
3607,4,2.0,2180,1.0,0.0,0.0,4,8,7,53
3608,4,2.25,2140,2.0,0.0,0.0,4,8,7,36
3609,6,1.0,1730,1.5,0.0,0.0,3,7,1,104
3610,4,2.5,3140,2.0,0.0,0.0,3,9,3,29
3611,4,4.25,3010,2.0,0.0,3.0,4,10,6,71
3612,2,1.5,800,2.0,0.0,0.0,3,8,2,19
3613,3,2.5,3300,2.0,0.0,0.0,3,9,9,28
3614,2,1.0,1530,1.0,0.0,0.0,3,7,10,76
3615,2,1.0,760,1.0,0.0,0.0,3,6,4,76
3616,5,3.0,2450,2.0,0.0,0.0,3,7,5,28
3617,2,1.0,1000,1.0,0.0,0.0,3,7,7,60
3618,2,1.0,840,1.0,0.0,0.0,4,6,7,70
3619,3,1.5,1380,1.0,0.0,0.0,3,7,9,67
3620,3,1.5,1380,1.0,0.0,0.0,3,7,12,67
3621,4,2.0,2020,1.5,0.0,0.0,3,7,6,73
3622,2,1.0,1260,1.0,0.0,0.0,3,7,5,71
3623,3,1.75,1440,1.0,0.0,0.0,3,7,8,43
3624,4,1.75,1540,1.0,0.0,0.0,4,7,9,72
3625,4,1.0,1060,1.0,0.0,1.0,3,6,8,97
3626,4,1.75,1900,1.0,0.0,0.0,4,8,9,56
3627,3,1.75,2870,1.5,0.0,1.0,3,8,9,74
3628,3,1.0,1050,1.0,0.0,0.0,3,6,8,102
3629,3,2.75,1840,1.0,0.0,2.0,3,8,12,33
3630,5,2.75,3000,1.0,0.0,0.0,3,8,10,56
3631,3,2.0,1200,1.5,0.0,0.0,5,6,2,73
3632,3,1.5,1840,1.0,0.0,0.0,4,8,12,63
3633,4,2.5,2790,2.0,0.0,0.0,3,9,4,33
3634,3,1.0,970,1.0,0.0,0.0,4,5,4,80
3635,4,1.0,1070,1.5,0.0,0.0,3,7,7,78
3636,2,1.0,900,1.0,0.0,0.0,3,6,5,70
3637,4,4.0,2680,1.0,0.0,0.0,3,7,9,60
3638,3,2.5,2000,2.0,0.0,0.0,3,8,2,43
3639,3,1.5,1660,1.0,0.0,0.0,4,7,6,66
3640,4,1.5,1770,1.5,0.0,0.0,4,7,7,76
3641,3,2.0,1230,1.5,0.0,0.0,3,7,3,82
3642,3,1.0,1740,1.0,0.0,0.0,4,7,7,60
3643,3,2.0,1710,1.0,0.0,0.0,5,7,9,69
3644,6,2.0,2020,1.0,0.0,0.0,3,7,4,43
3645,4,2.5,2410,1.0,0.0,0.0,5,8,4,47
3646,4,2.75,2310,1.0,0.0,0.0,3,7,4,29
3647,5,2.5,2400,2.0,0.0,0.0,3,7,4,19
3648,5,2.0,3160,1.5,0.0,0.0,3,7,4,99
3649,3,1.0,1560,1.0,0.0,0.0,4,7,6,69
3650,3,2.5,1770,2.0,0.0,0.0,3,7,3,30
3651,3,2.0,1600,1.0,0.0,0.0,3,7,7,32
3652,3,1.75,1330,1.0,0.0,0.0,3,7,6,54
3653,4,2.5,2970,2.0,0.0,0.0,3,9,9,29
3654,3,1.0,1020,1.0,0.0,0.0,4,7,5,68
3655,3,2.5,2490,2.0,0.0,0.0,3,9,8,19
3656,5,2.0,1700,1.0,0.0,0.0,3,7,5,66
3657,1,1.0,850,1.0,0.0,0.0,4,6,9,82
3658,3,1.75,1250,1.0,0.0,2.0,3,7,7,32
3659,2,1.0,610,1.0,0.0,0.0,3,5,1,104
3660,4,3.5,3700,2.0,0.0,0.0,4,11,8,33
3661,3,1.0,950,1.0,0.0,0.0,4,7,4,68
3662,4,2.5,3860,2.0,0.0,0.0,3,8,9,18
3663,3,3.5,1360,2.0,0.0,0.0,3,8,6,15
3664,4,2.5,3890,2.0,0.0,0.0,3,10,9,26
3665,3,2.25,1680,1.0,0.0,0.0,4,7,7,63
3666,3,2.5,1520,2.0,0.0,0.0,4,7,9,37
3667,3,2.0,2420,1.5,0.0,0.0,3,8,7,17
3668,5,2.75,3890,2.0,0.0,0.0,3,9,9,18
3669,5,1.5,2940,1.0,0.0,0.0,3,8,2,67
3670,3,1.75,1350,1.0,0.0,0.0,3,7,4,56
3671,3,2.25,2190,1.0,0.0,0.0,3,8,7,32
3672,3,2.25,2280,1.0,0.0,1.0,4,7,6,37
3673,2,2.0,1070,1.0,0.0,0.0,4,6,10,90
3674,5,2.25,2540,1.5,0.0,0.0,4,7,7,97
3675,4,2.25,2270,1.0,0.0,0.0,5,8,12,49
3676,2,1.0,1220,1.0,0.0,0.0,4,6,10,108
3677,3,1.75,1890,1.0,0.0,0.0,3,7,5,19
3678,4,2.0,1990,1.0,0.0,0.0,3,7,2,96
3679,3,1.0,1220,1.0,0.0,0.0,4,7,8,54
3680,3,3.0,2640,2.0,0.0,0.0,3,9,9,10
3681,3,1.75,1480,1.0,0.0,0.0,3,7,2,70
3682,3,2.0,2320,1.0,0.0,0.0,5,7,10,70
3683,4,1.75,2410,1.5,0.0,0.0,3,8,10,111
3684,4,2.75,2090,1.0,0.0,0.0,4,8,3,73
3685,3,1.0,920,1.0,0.0,0.0,3,6,7,112
3686,3,0.75,850,1.0,0.0,0.0,3,6,2,77
3687,3,1.0,1130,1.0,0.0,0.0,3,7,12,68
3688,3,1.0,1260,1.0,0.0,0.0,4,7,4,68
3689,4,2.0,2090,1.0,0.0,0.0,4,7,7,71
3690,3,2.0,2020,1.5,0.0,0.0,3,7,10,96
3691,3,2.25,1970,1.0,0.0,0.0,3,8,11,63
3692,3,1.75,1820,1.0,0.0,0.0,3,7,6,46
3693,3,1.5,1840,1.5,0.0,0.0,5,7,6,107
3694,4,1.75,2100,1.0,0.0,0.0,5,8,8,63
3695,4,2.0,1770,2.0,0.0,0.0,4,7,3,116
3696,3,2.0,1110,1.0,0.0,0.0,4,7,7,31
3697,4,2.75,2090,1.0,0.0,0.0,4,8,9,46
3698,4,1.75,2080,2.0,0.0,0.0,4,7,10,74
3699,3,3.25,1400,2.0,0.0,0.0,3,7,3,17
3700,3,1.0,1060,1.0,0.0,0.0,4,6,8,73
3701,2,1.0,720,1.0,0.0,0.0,3,6,12,102
3702,3,2.75,1100,2.0,0.0,0.0,3,7,6,14
3703,3,1.0,1010,1.0,0.0,0.0,4,7,3,55
3704,4,4.75,5230,2.5,0.0,0.0,3,11,4,20
3705,4,1.75,2420,1.0,0.0,0.0,3,8,5,43
3706,3,1.5,1200,1.0,0.0,0.0,3,7,2,47
3707,3,1.5,1950,3.0,0.0,0.0,3,8,9,20
3708,3,2.25,1870,1.0,0.0,0.0,3,7,10,72
3709,4,2.25,1310,1.0,0.0,0.0,4,7,11,56
3710,4,2.0,1520,1.5,0.0,0.0,3,7,5,77
3711,3,1.0,1270,1.0,0.0,0.0,3,7,3,67
3712,2,1.0,840,1.0,0.0,0.0,4,6,10,94
3713,2,1.0,900,1.0,0.0,0.0,2,7,3,69
3714,4,3.0,3010,2.0,0.0,4.0,5,8,4,72
3715,3,1.0,1050,1.0,0.0,0.0,3,6,5,68
3716,6,2.75,3360,1.0,0.0,0.0,5,7,2,60
3717,7,4.75,5370,1.5,0.0,0.0,3,8,1,55
3718,3,3.5,2690,2.0,0.0,0.0,3,8,10,74
3719,3,1.75,1710,1.0,0.0,0.0,3,7,5,74
3720,3,2.5,1640,3.0,0.0,0.0,3,8,6,13
3721,6,3.75,4000,2.0,0.0,2.0,3,10,7,18
3722,5,4.5,4140,2.0,0.0,0.0,3,10,3,17
3723,4,2.75,3140,1.0,0.0,0.0,4,8,9,51
3724,2,1.75,1320,1.0,0.0,0.0,4,7,12,84
3725,4,3.5,3080,2.0,0.0,0.0,3,9,2,8
3726,3,2.5,2500,2.0,0.0,0.0,3,10,4,36
3727,4,2.5,2520,2.0,0.0,0.0,3,8,10,28
3728,3,1.25,2350,1.0,0.0,0.0,4,7,12,56
3729,4,2.5,2570,1.0,0.0,4.0,3,8,4,74
3730,4,2.5,3100,2.0,0.0,0.0,3,9,3,19
3731,4,3.5,4730,1.5,0.0,0.0,5,10,5,87
3732,3,1.75,1030,1.0,0.0,0.0,3,6,4,95
3733,2,1.0,1020,1.0,0.0,0.0,5,7,4,69
3734,3,2.5,2080,2.0,0.0,0.0,3,9,5,26
3735,3,1.0,1410,1.0,0.0,0.0,3,7,8,41
3736,2,2.0,1360,2.0,0.0,0.0,3,6,8,18
3737,3,2.5,2620,2.0,0.0,0.0,3,7,5,30
3738,3,2.25,2260,1.0,0.0,0.0,5,9,10,48
3739,3,1.75,1490,1.0,0.0,0.0,4,8,1,46
3740,4,2.5,2530,1.5,0.0,0.0,3,8,7,47
3741,6,2.25,3140,1.0,0.0,0.0,4,8,8,63
3742,3,2.0,1820,1.0,0.0,0.0,5,7,8,50
3743,4,2.5,1770,2.0,0.0,0.0,3,7,5,32
3744,5,4.0,4430,2.0,0.0,0.0,3,10,5,9
3745,3,3.25,1490,3.0,0.0,0.0,3,8,12,21
3746,3,1.75,1790,1.0,0.0,0.0,3,7,6,44
3747,3,2.5,1710,3.0,0.0,0.0,3,8,9,18
3748,4,2.25,2070,2.0,0.0,0.0,4,7,3,54
3749,2,1.0,1140,1.0,0.0,0.0,5,7,5,114
3750,5,2.0,3930,1.5,0.0,0.0,4,8,8,54
3751,3,1.5,1100,1.0,0.0,0.0,3,7,11,55
3752,3,2.5,2260,1.5,0.0,0.0,3,7,12,112
3753,3,2.5,2260,1.5,0.0,0.0,3,7,4,112
3754,3,1.0,1130,1.0,0.0,0.0,3,7,11,68
3755,3,3.75,1950,1.0,0.0,0.0,3,8,6,63
3756,3,1.0,960,1.0,0.0,0.0,3,6,10,69
3757,4,3.5,4210,2.0,0.0,0.0,3,11,2,21
3758,3,1.5,3430,1.0,0.0,2.0,3,7,10,34
3759,4,2.75,3470,2.0,0.0,0.0,3,7,8,29
3760,5,3.0,2140,1.0,0.0,0.0,3,7,12,44
3761,3,2.75,2520,1.0,0.0,0.0,4,7,5,76
3762,5,2.25,3550,2.0,0.0,0.0,3,8,11,54
3763,2,1.0,700,1.0,0.0,0.0,3,6,4,73
3764,2,1.0,740,1.0,0.0,0.0,4,6,12,96
3765,4,3.75,3300,1.5,0.0,4.0,3,10,5,96
3766,3,2.25,1640,1.0,0.0,0.0,3,7,5,45
3767,3,2.5,2780,2.0,0.0,1.0,3,9,5,32
3768,5,1.5,1830,1.5,0.0,0.0,3,7,9,93
3769,4,2.5,3540,2.0,0.0,0.0,3,10,4,19
3770,3,2.5,1440,1.0,0.0,0.0,5,7,7,68
3771,4,2.5,2960,2.0,0.0,0.0,3,10,1,21
3772,6,2.5,3180,1.0,0.0,0.0,4,8,12,55
3773,5,4.0,3310,2.0,0.0,0.0,3,10,3,22
3774,3,2.0,2390,2.0,0.0,0.0,5,7,11,101
3775,3,2.5,2460,2.0,0.0,0.0,4,9,3,45
3776,3,1.75,1630,1.0,0.0,0.0,3,7,7,64
3777,5,2.75,3490,2.0,0.0,0.0,3,10,2,17
3778,4,2.75,2500,2.0,0.0,0.0,3,8,5,56
3779,4,2.5,2080,1.0,0.0,0.0,3,7,3,38
3780,3,1.5,1290,3.0,0.0,0.0,3,7,6,22
3781,3,1.0,1700,1.0,0.0,0.0,3,6,5,67
3782,3,1.0,1700,1.0,0.0,0.0,3,6,11,67
3783,3,2.5,2540,1.0,0.0,1.0,3,8,9,58
3784,3,1.5,1180,1.0,0.0,0.0,3,8,9,70
3785,4,1.75,1520,1.0,0.0,0.0,4,7,11,62
3786,3,2.75,2390,1.0,0.0,0.0,5,8,6,80
3787,4,2.75,2740,1.5,0.0,3.0,4,8,8,75
3788,3,2.5,2190,1.0,0.0,0.0,3,8,5,31
3789,3,1.0,1350,1.5,0.0,0.0,3,6,7,80
3790,3,1.0,1350,1.5,0.0,0.0,3,6,3,80
3791,4,2.75,2980,1.0,0.0,0.0,4,9,12,49
3792,2,1.0,790,1.0,0.0,0.0,4,6,7,78
3793,4,2.25,2130,2.0,0.0,0.0,4,8,9,57
3794,4,2.5,2700,1.0,0.0,0.0,4,8,2,44
3795,3,2.0,3200,1.0,0.0,0.0,5,8,12,45
3796,2,1.5,1159,1.0,0.0,0.0,3,7,5,74
3797,4,3.5,3080,2.0,0.0,0.0,3,9,8,14
3798,3,1.0,1000,1.0,0.0,0.0,3,7,1,67
3799,3,3.25,2260,2.0,0.0,0.0,3,8,12,19
3800,4,2.25,2270,1.0,0.0,0.0,3,7,8,46
3801,1,0.75,760,1.0,0.0,0.0,4,5,5,107
3802,4,1.75,1420,1.0,0.0,0.0,5,5,10,80
3803,4,2.5,2500,1.0,0.0,0.0,4,7,8,64
3804,2,1.5,1450,1.0,0.0,0.0,4,8,11,39
3805,5,3.0,2500,1.0,0.0,0.0,3,8,12,23
3806,3,1.5,2210,1.5,0.0,0.0,5,8,6,106
3807,5,2.75,3020,2.0,0.0,0.0,3,9,4,15
3808,4,2.5,3290,2.0,0.0,0.0,3,9,12,18
3809,4,4.0,5780,2.0,0.0,0.0,3,11,12,14
3810,3,2.5,1820,2.0,0.0,0.0,3,8,6,29
3811,4,2.75,2500,1.0,0.0,0.0,4,8,8,44
3812,2,1.0,1210,1.0,0.0,1.0,4,7,11,70
3813,2,1.5,1090,1.0,0.0,0.0,3,8,6,71
3814,4,2.25,1330,1.5,0.0,0.0,3,8,6,60
3815,2,1.0,890,1.0,0.0,0.0,3,7,6,99
3816,3,1.75,1360,1.0,0.0,0.0,3,8,4,54
3817,5,3.75,4220,2.0,0.0,2.0,5,11,9,31
3818,4,2.5,3780,2.0,0.0,0.0,3,8,4,18
3819,4,2.0,2610,1.5,0.0,0.0,4,6,10,82
3820,3,2.5,1980,3.0,0.0,2.0,3,8,10,29
3821,3,1.75,1290,1.0,0.0,0.0,4,7,4,42
3822,5,3.25,3620,2.0,0.0,2.0,3,9,10,19
3823,2,2.5,2680,1.0,0.0,0.0,3,9,5,18
3824,3,1.75,1200,1.0,0.0,0.0,3,7,2,63
3825,2,2.75,1992,1.5,0.0,4.0,5,6,10,119
3826,4,1.75,1640,1.0,0.0,0.0,4,7,2,45
3827,4,2.75,1920,1.0,0.0,0.0,4,6,2,116
3828,3,2.25,1840,1.0,0.0,0.0,5,7,10,43
3829,3,1.5,1310,1.0,0.0,0.0,4,8,1,52
3830,2,1.0,1050,1.5,0.0,0.0,4,7,1,109
3831,4,2.5,2570,1.5,0.0,0.0,4,8,10,95
3832,3,1.0,930,1.5,0.0,0.0,5,6,7,103
3833,1,1.0,730,1.0,0.0,0.0,3,7,6,111
3834,2,2.5,1270,3.0,0.0,0.0,3,7,2,14
3835,2,1.0,1150,1.0,0.0,1.0,4,7,2,101
3836,2,1.0,820,1.0,0.0,0.0,4,7,6,57
3837,4,1.75,3000,1.0,0.0,3.0,3,7,5,72
3838,3,2.0,2220,1.0,0.0,0.0,4,7,2,56
3839,5,3.25,2500,1.0,0.0,3.0,3,7,5,60
3840,3,3.5,1540,2.0,0.0,0.0,3,7,10,15
3841,4,2.75,2750,1.0,0.0,0.0,3,8,4,44
3842,4,2.5,3130,1.0,0.0,0.0,4,8,10,44
3843,3,2.0,1430,1.0,0.0,0.0,4,8,4,39
3844,3,2.5,2680,2.0,0.0,0.0,3,8,5,27
3845,4,2.5,3010,2.0,0.0,0.0,3,8,8,19
3846,3,1.5,1530,1.5,0.0,0.0,3,7,10,36
3847,3,1.0,1240,1.0,0.0,0.0,4,6,5,106
3848,3,2.5,2260,1.0,0.0,2.0,4,6,3,24
3849,4,2.25,2820,1.5,0.0,2.0,4,9,4,96
3850,3,2.5,3560,1.0,0.0,2.0,4,8,2,74
3851,3,2.25,1630,1.0,0.0,0.0,3,7,7,62
3852,4,2.5,2880,2.0,0.0,3.0,3,9,1,20
3853,3,3.25,2200,2.0,0.0,0.0,4,7,3,75
3854,3,1.75,1620,1.0,0.0,0.0,3,7,3,41
3855,3,1.75,1480,2.5,0.0,0.0,3,9,5,17
3856,4,2.5,2250,2.0,0.0,0.0,3,8,4,26
3857,4,3.0,3540,2.0,0.0,0.0,3,10,12,82
3858,3,2.0,1790,1.0,0.0,0.0,4,7,6,32
3859,3,2.0,1400,1.0,0.0,0.0,4,7,5,98
3860,3,1.5,2390,2.0,0.0,1.0,3,9,12,93
3861,4,1.75,2400,1.0,0.0,0.0,5,8,1,65
3862,3,1.5,2050,1.0,0.0,0.0,3,7,8,64
3863,4,3.0,2640,2.0,0.0,0.0,3,7,4,21
3864,5,1.75,2320,1.0,0.0,0.0,5,7,9,60
3865,4,2.5,2440,2.5,0.0,0.0,4,8,6,120
3866,3,1.0,1260,1.0,0.0,0.0,3,6,10,68
3867,5,4.75,6240,1.0,0.0,3.0,3,11,9,19
3868,4,2.5,1930,2.0,0.0,0.0,3,7,9,29
3869,4,1.75,1200,1.0,0.0,0.0,3,7,6,54
3870,1,1.0,970,1.0,0.0,0.0,4,5,5,102
3871,3,1.75,1810,1.0,0.0,0.0,5,8,10,54
3872,3,1.0,1380,1.5,0.0,0.0,4,7,9,97
3873,3,1.0,1470,1.0,0.0,0.0,4,7,7,69
3874,3,1.0,1010,1.0,0.0,0.0,3,6,12,97
3875,3,1.0,1010,1.0,0.0,0.0,3,6,3,97
3876,3,1.5,1340,1.0,0.0,0.0,2,7,12,72
3877,3,1.0,970,1.0,0.0,0.0,4,7,5,52
3878,3,1.0,1122,1.5,0.0,0.0,3,5,2,122
3879,3,2.75,1670,3.0,0.0,0.0,3,9,12,8
3880,3,1.75,2840,1.0,0.0,3.0,3,8,2,72
3881,2,1.0,770,1.0,0.0,0.0,4,4,4,108
3882,3,2.25,2040,2.0,0.0,0.0,3,9,9,45
3883,4,2.5,3052,2.0,0.0,0.0,3,8,1,18
3884,3,2.5,2620,2.0,0.0,0.0,4,8,9,45
3885,5,2.25,3120,2.0,0.0,0.0,3,8,2,42
3886,2,1.0,1100,1.0,0.0,0.0,3,7,5,72
3887,4,2.75,3410,1.5,0.0,0.0,4,10,7,60
3888,5,2.75,2510,1.0,0.0,1.0,4,8,7,47
3889,3,1.75,1680,1.0,0.0,0.0,3,8,10,45
3890,3,2.0,1960,1.0,0.0,0.0,4,7,2,45
3891,2,1.0,1040,1.0,0.0,0.0,4,7,4,107
3892,5,1.5,1750,1.5,0.0,0.0,4,7,10,61
3893,3,3.25,2170,1.5,0.0,0.0,5,9,5,94
3894,3,2.5,1639,2.0,0.0,0.0,3,8,8,19
3895,4,2.25,2100,1.0,0.0,0.0,4,7,6,49
3896,2,1.0,880,2.0,0.0,0.0,4,7,10,77
3897,3,1.75,1940,1.0,0.0,0.0,4,8,4,59
3898,4,2.5,2490,1.0,0.0,0.0,3,7,10,32
3899,3,2.25,2060,2.0,0.0,0.0,3,9,4,82
3900,4,2.5,2720,2.0,0.0,2.0,3,10,9,41
3901,3,2.25,2180,1.0,0.0,0.0,3,7,7,49
3902,4,3.25,3600,2.0,0.0,2.0,3,11,10,31
3903,2,1.0,840,1.0,0.0,0.0,5,6,4,71
3904,3,2.0,2370,2.0,0.0,0.0,4,7,8,52
3905,4,2.25,2270,2.0,0.0,0.0,3,7,4,44
3906,4,2.5,2720,2.0,0.0,0.0,3,9,12,19
3907,3,1.5,1140,1.5,0.0,0.0,3,7,3,107
3908,4,2.5,2460,2.0,0.0,0.0,5,8,6,84
3909,3,1.5,1240,1.0,0.0,0.0,3,8,1,54
3910,5,4.5,10040,2.0,1.0,2.0,3,11,6,82
3911,3,2.25,1670,1.0,0.0,0.0,3,7,8,45
3912,4,1.75,2220,1.0,0.0,0.0,4,7,4,69
3913,3,1.0,980,1.0,0.0,0.0,4,7,12,56
3914,4,1.5,1890,1.5,0.0,0.0,3,8,6,103
3915,2,1.0,1100,1.5,0.0,0.0,4,6,5,122
3916,2,1.75,2770,2.0,0.0,0.0,3,8,8,39
3917,4,2.75,4250,2.0,0.0,0.0,3,10,4,19
3918,2,2.0,1370,1.0,0.0,0.0,3,8,8,17
3919,3,1.5,1480,1.0,0.0,0.0,3,7,9,63
3920,4,3.75,3770,2.5,0.0,0.0,5,9,11,106
3921,6,3.0,2870,2.0,0.0,0.0,3,7,12,62
3922,3,2.5,3820,2.0,0.0,0.0,4,9,12,35
3923,3,2.5,1530,1.0,0.0,0.0,3,7,7,25
3924,3,2.75,4120,1.0,0.0,2.0,3,12,4,23
3925,3,2.25,1590,1.0,0.0,0.0,4,7,8,46
3926,3,1.0,1520,1.0,0.0,0.0,3,6,7,71
3927,4,2.5,2350,2.0,0.0,0.0,3,9,5,99
3928,4,2.0,1370,1.5,0.0,0.0,3,7,10,67
3929,3,2.5,1540,1.0,0.0,0.0,3,6,7,78
3930,3,3.25,3786,1.0,1.0,4.0,3,9,7,44
3931,4,2.25,1500,2.0,0.0,0.0,3,7,7,23
3932,6,2.0,1750,1.0,0.0,0.0,4,5,4,79
3933,3,1.5,1800,1.0,0.0,0.0,3,7,7,65
3934,2,1.75,1180,1.0,0.0,0.0,3,8,8,81
3935,2,1.0,830,1.0,0.0,0.0,4,6,12,97
3936,3,1.75,1540,1.0,0.0,0.0,4,6,9,103
3937,3,2.25,1610,2.0,0.0,0.0,3,8,8,44
3938,3,2.25,1990,2.0,0.0,0.0,4,8,5,35
3939,3,2.5,2070,2.0,0.0,0.0,3,8,6,23
3940,3,1.75,1760,1.0,0.0,0.0,4,7,6,55
3941,3,1.75,1740,1.0,0.0,0.0,4,7,12,83
3942,3,1.5,1950,1.0,0.0,0.0,4,6,1,108
3943,3,1.0,1280,1.5,0.0,0.0,4,6,6,75
3944,3,1.75,1460,1.0,0.0,0.0,3,7,3,32
3945,4,3.25,3770,2.0,0.0,0.0,3,10,9,30
3946,4,1.75,2410,2.0,0.0,3.0,4,8,8,86
3947,4,1.75,2410,2.0,0.0,3.0,4,8,10,86
3948,3,1.75,1400,2.0,0.0,0.0,3,6,8,74
3949,3,2.5,2100,2.0,0.0,0.0,3,9,2,32
3950,4,3.5,5360,1.0,0.0,0.0,3,9,5,51
3951,3,1.0,1000,1.0,0.0,0.0,3,7,6,53
3952,4,3.5,3150,2.0,0.0,0.0,3,9,9,21
3953,5,3.5,4180,2.0,0.0,2.0,3,10,9,32
3954,4,2.25,2840,1.0,0.0,0.0,3,8,12,50
3955,4,2.5,2110,1.0,0.0,0.0,4,8,6,37
3956,2,1.5,1660,1.0,0.0,0.0,3,7,9,72
3957,4,3.0,2160,1.0,0.0,0.0,5,7,9,101
3958,4,2.5,2420,2.0,0.0,0.0,3,9,4,28
3959,4,1.75,1920,1.0,0.0,0.0,3,7,5,55
3960,4,2.5,2310,2.0,0.0,0.0,3,7,6,44
3961,3,2.25,2330,1.5,0.0,2.0,5,7,5,95
3962,5,2.5,2340,1.0,0.0,0.0,2,8,7,55
3963,4,2.5,2590,2.0,0.0,0.0,3,8,7,21
3964,2,3.0,1410,2.0,0.0,0.0,3,8,5,16
3965,3,2.75,2850,1.0,0.0,0.0,4,8,7,33
3966,2,1.0,730,1.0,0.0,0.0,3,6,4,69
3967,3,1.75,1470,1.0,0.0,3.0,4,7,6,83
3968,4,2.25,2330,1.0,0.0,0.0,4,8,8,48
3969,4,2.25,2460,1.0,0.0,0.0,4,8,6,63
3970,3,2.25,2080,1.5,0.0,0.0,3,8,7,45
3971,2,1.0,990,1.0,0.0,0.0,1,6,5,112
3972,3,2.5,1450,2.0,0.0,0.0,3,7,11,11
3973,3,1.75,1340,2.0,0.0,0.0,5,7,2,122
3974,3,2.5,2730,2.0,0.0,0.0,3,9,2,24
3975,3,1.0,1140,1.0,0.0,0.0,4,6,9,64
3976,4,1.5,1950,1.5,0.0,1.0,3,7,3,78
3977,4,1.75,2000,1.0,0.0,0.0,4,7,2,64
3978,3,1.0,900,1.0,0.0,0.0,4,5,4,99
3979,5,2.75,3390,2.0,0.0,0.0,3,9,5,18
3980,1,1.0,720,1.0,0.0,0.0,3,6,6,82
3981,3,1.0,940,1.0,0.0,0.0,3,7,6,57
3982,3,1.75,1770,1.0,0.0,0.0,4,7,5,40
3983,1,1.0,590,1.0,0.0,0.0,4,7,7,96
3984,3,2.5,1980,2.0,0.0,0.0,3,7,5,26
3985,4,3.25,3070,2.0,0.0,0.0,3,10,10,60
3986,4,2.5,3500,2.0,0.0,0.0,3,9,10,18
3987,3,2.5,2100,2.0,0.0,0.0,3,8,3,23
3988,4,2.25,2620,1.0,0.0,0.0,3,7,4,70
3989,4,2.5,2810,2.0,0.0,0.0,3,9,6,33
3990,4,1.5,2290,1.0,0.0,0.0,4,7,2,75
3991,3,1.75,1350,1.0,0.0,0.0,3,7,12,29
3992,4,2.5,2770,1.0,0.0,0.0,4,8,11,61
3993,4,1.75,2530,1.5,0.0,2.0,5,8,8,105
3994,3,1.0,1280,1.5,0.0,0.0,4,5,7,81
3995,3,1.75,1060,1.0,0.0,0.0,3,7,7,39
3996,2,1.75,1000,1.0,0.0,0.0,4,8,7,47
3997,3,3.25,3870,2.0,0.0,2.0,3,9,4,31
3998,5,2.0,3370,1.5,0.0,0.0,4,7,5,115
3999,4,1.75,2290,1.0,0.0,0.0,3,6,7,86
4000,3,2.25,1670,2.0,0.0,0.0,4,7,7,32
4001,3,1.75,1460,1.0,0.0,0.0,4,7,6,61
4002,3,1.75,1770,1.0,0.0,0.0,3,7,6,62
4003,2,1.0,820,1.0,0.0,0.0,4,6,8,68
4004,3,1.75,1900,1.0,0.0,2.0,3,8,10,74
4005,2,2.0,1870,1.0,0.0,0.0,3,8,5,16
