,bedrooms,bathrooms,log_sqft_living,sqft_above,sqft_living15,floors,waterfront,view,condition,grade,month_sold,age
2890,4,2.75,8.048788283534199,3130,3330,2.0,0.0,0.0,4,10,7,29
2891,3,1.75,7.146772179452637,1270,1490,1.5,0.0,0.0,5,7,11,119
2892,3,1.75,7.461640392208575,1290,1610,1.0,0.0,0.0,4,7,12,83
2893,2,1.0,7.154615356913663,1060,1460,1.0,0.0,0.0,3,7,12,71
2894,3,1.75,7.323830566202317,998,2100,1.0,0.0,0.0,3,7,10,97
2895,3,2.25,7.799753318287247,1480,2510,1.0,0.0,0.0,3,7,3,60
2896,4,1.0,7.265429723253953,1430,1880,1.5,0.0,0.0,4,5,10,88
2897,4,2.5,7.396335293800808,1630,1830,2.0,0.0,0.0,3,7,5,19
2898,4,3.0,7.847762537473608,2560,2667,2.0,0.0,0.0,3,9,6,18
2899,2,2.0,7.162397497355718,950,1290,1.0,0.0,0.0,3,7,12,66
2900,3,1.0,7.154615356913663,1280,1320,1.5,0.0,0.0,3,7,7,119
2901,3,2.0,7.090076835776092,880,1510,1.0,0.0,0.0,3,6,6,85
2902,2,1.0,6.946975992135418,1040,1500,1.0,0.0,0.0,3,7,1,112
2903,4,1.5,7.326465613840322,1020,1710,1.0,0.0,0.0,3,7,9,76
2904,3,1.75,7.723120092266331,1520,2530,1.0,0.0,0.0,4,8,4,54
2905,2,2.5,7.438383530044307,1700,1760,2.0,0.0,0.0,3,8,11,13
2906,3,2.5,7.5652752818989315,1930,2190,2.0,0.0,0.0,4,8,9,32
2907,3,3.0,7.9724660159745655,2900,2900,2.0,0.0,0.0,3,10,11,25
2908,5,2.25,7.835974581721566,2530,2020,2.0,0.0,0.0,4,7,10,61
2909,3,2.0,6.84587987526405,880,1420,1.0,0.0,0.0,3,7,5,81
2910,3,2.5,7.4205789054108005,1670,1370,2.0,0.0,0.0,4,7,8,30
2911,3,1.75,7.745002803515839,2310,2200,2.0,0.0,0.0,3,8,10,80
2912,4,2.5,7.832014180505469,2520,2570,2.0,0.0,0.0,3,9,6,32
2913,3,1.75,7.326465613840322,790,1520,1.0,0.0,0.0,3,7,6,74
2914,4,3.75,8.273846932784508,3920,2040,3.0,0.0,0.0,3,8,3,9
2915,3,2.0,7.4205789054108005,1100,1660,1.0,0.0,0.0,3,7,10,34
2916,3,1.75,7.630461261783627,1100,1230,1.0,0.0,4.0,3,8,12,40
2917,5,2.5,7.803843303538772,2450,2450,2.0,0.0,0.0,3,8,1,15
2918,3,1.0,7.432483807917119,1690,1590,1.0,0.0,0.0,4,7,11,53
2919,3,1.0,7.064759027791802,1170,2410,1.0,0.0,0.0,3,8,6,65
2920,2,2.0,7.2078598714324755,1350,1660,1.0,0.0,0.0,3,8,9,19
2921,5,3.5,8.213381737034572,2540,2640,2.0,0.0,0.0,3,9,6,16
2922,4,3.5,8.006367567650246,1780,1360,1.0,0.0,0.0,5,7,1,73
2923,3,1.75,7.787382026484701,2410,2110,1.0,0.0,0.0,3,8,10,42
2924,4,1.0,7.064759027791802,1170,1100,1.0,0.0,0.0,5,6,9,69
2925,4,2.5,7.851661177889265,2570,2150,2.0,0.0,0.0,3,8,6,30
2926,4,1.0,7.585788821732034,1670,1510,1.5,0.0,0.0,3,7,3,118
2927,4,2.75,8.009695357742922,3010,3010,2.0,0.0,0.0,3,9,6,8
2928,2,1.0,7.222566018822171,1370,1690,1.0,0.0,0.0,3,6,3,72
2929,4,2.25,7.461640392208575,1160,1630,1.0,0.0,2.0,3,7,10,65
2930,3,1.5,7.01211529430638,1110,1330,1.0,0.0,0.0,5,7,12,58
2931,2,2.0,6.877296071497429,970,1850,1.0,0.0,0.0,5,6,7,82
2932,3,2.0,7.2078598714324755,1350,1350,1.0,0.0,0.0,3,7,12,24
2933,3,2.5,7.432483807917119,1690,860,1.0,0.0,0.0,3,7,9,81
2934,2,1.0,7.114769448366463,1230,1230,1.0,0.0,0.0,5,6,8,111
2935,4,2.25,7.807916628926408,2460,1630,1.0,0.0,0.0,4,8,6,63
2936,3,3.25,7.346010209913293,1550,1550,3.0,0.0,0.0,3,8,8,16
2937,3,1.5,7.2078598714324755,1350,2220,1.0,0.0,0.0,2,7,7,56
2938,3,2.5,7.762170607138205,2350,2350,2.0,0.0,0.0,3,8,11,10
2939,4,2.5,7.941295570906532,2811,3040,2.0,0.0,0.0,3,9,12,13
2940,3,1.5,7.1853870155804165,1320,1230,2.0,0.0,0.0,3,7,8,36
2941,4,1.75,7.620705086838262,1360,2310,1.0,0.0,0.0,4,7,9,55
2942,4,2.25,7.590852123688581,1170,1610,1.0,0.0,0.0,3,7,11,45
2943,4,3.0,7.807916628926408,2460,1730,1.0,0.0,0.0,3,8,3,10
2944,5,4.0,8.898365606955357,7320,3270,2.0,0.0,0.0,3,11,7,30
2945,4,2.5,7.799753318287247,2440,2410,2.0,0.0,0.0,3,7,5,13
2946,5,4.0,8.23217423638394,3760,3430,2.0,0.0,0.0,3,10,6,39
2947,5,5.0,8.987196820661973,6720,4600,2.0,0.0,4.0,3,12,4,13
2948,4,2.0,7.450079569807499,970,1160,1.0,0.0,0.0,3,7,12,92
2949,3,2.25,7.575584651557793,1160,1950,2.0,0.0,0.0,4,7,4,43
2950,3,1.75,7.22983877815125,860,1820,1.0,0.0,0.0,4,7,8,97
2951,2,1.5,7.595889917718538,1430,1350,1.0,0.0,0.0,3,6,9,78
2952,4,2.5,8.048788283534199,3130,3020,2.0,0.0,0.0,3,7,3,16
2953,4,2.5,7.6544432264701125,2110,2180,2.0,0.0,0.0,3,9,3,23
2954,3,1.75,7.803843303538772,1750,1760,2.0,0.0,0.0,3,8,6,107
2955,3,1.75,7.432483807917119,1380,1690,2.0,0.0,0.0,3,8,5,14
2956,3,1.75,7.8399193600125825,1270,1950,1.0,0.0,0.0,3,7,4,73
2957,4,1.75,7.575584651557793,1950,1500,1.0,0.0,0.0,3,7,11,60
2958,3,2.25,7.484368643286131,1350,1860,1.0,0.0,0.0,3,8,10,62
2959,4,1.75,7.473069088032197,1180,1990,1.0,0.0,2.0,4,7,6,72
2960,4,2.5,7.820037989458753,2150,2490,2.0,0.0,0.0,3,9,12,37
2961,3,1.5,7.533693709848633,1470,1340,1.0,0.0,0.0,3,7,1,86
2962,3,2.0,7.807916628926408,1370,2150,1.0,0.0,2.0,4,8,6,70
2963,4,2.75,7.8632667240095735,1620,1960,1.5,0.0,0.0,3,7,5,86
2964,3,2.5,7.408530566894626,1520,1520,2.0,0.0,0.0,3,7,11,15
2965,4,2.5,7.696212639346407,2200,2200,2.0,0.0,0.0,3,8,9,19
2966,3,2.25,7.402451520818244,1640,1780,2.0,0.0,0.0,3,8,7,28
2967,3,1.75,7.138866999945524,1260,1500,1.0,0.0,0.0,4,7,5,56
2968,4,4.0,8.070906088787819,3200,3480,2.0,0.0,0.0,3,10,1,18
2969,3,2.5,8.122668023346407,3200,1730,2.0,0.0,0.0,3,7,6,71
2970,1,1.0,6.214608098422191,500,1350,1.0,0.0,0.0,1,5,10,94
2971,4,2.5,8.202482446576537,3650,3860,2.0,0.0,0.0,3,10,5,14
2972,2,1.0,7.038783541388542,990,2320,1.0,0.0,0.0,4,6,2,90
2973,3,2.0,7.200424892944957,1340,1420,1.5,0.0,0.0,3,7,9,69
2974,3,2.5,7.696212639346407,2200,2400,2.0,0.0,0.0,3,8,3,22
2975,4,3.0,7.787382026484701,1210,2050,1.0,0.0,0.0,5,7,10,53
2976,3,1.75,6.956545443151569,950,1360,1.5,0.0,0.0,4,6,6,94
2977,3,2.5,7.783224016336037,2400,2980,2.0,0.0,0.0,3,9,9,20
2978,5,3.25,8.62515033292133,3860,3170,2.0,0.0,0.0,5,9,10,70
2979,4,1.0,7.333023014386481,1130,1540,1.0,0.0,0.0,3,7,9,65
2980,3,2.75,7.4673710669175595,1170,1810,1.0,0.0,0.0,4,7,11,43
2981,3,1.5,7.3777589082278725,1600,1600,1.0,0.0,0.0,3,7,12,68
2982,2,1.75,6.956545443151569,1050,1150,1.0,0.0,0.0,4,8,8,48
2983,5,2.75,7.700747794511798,1460,1590,1.0,0.0,0.0,5,7,11,59
2984,2,1.0,6.877296071497429,970,1500,1.0,0.0,0.0,5,6,10,118
2985,2,1.5,7.090076835776092,1200,1530,2.0,0.0,0.0,3,7,9,37
2986,4,2.5,8.143226750367445,2260,4230,1.5,1.0,3.0,5,10,11,91
2987,4,3.0,8.333270353255308,3040,3780,2.0,0.0,0.0,3,11,4,21
2988,3,2.5,7.8632667240095735,2600,2270,2.0,0.0,1.0,3,8,7,24
2989,4,2.5,7.6638772587034705,2130,2350,2.0,0.0,0.0,3,8,3,34
2990,5,3.5,7.9996785794994505,2370,1780,2.0,0.0,0.0,3,10,3,7
2991,3,2.75,7.799753318287247,1840,2440,2.0,0.0,0.0,3,8,10,35
2992,3,1.0,7.1308988302963465,1250,1680,1.0,0.0,0.0,4,7,3,68
2993,3,1.5,7.299797366758161,1480,1850,1.0,0.0,0.0,4,7,2,55
2994,3,1.0,6.507277712385012,670,1880,1.0,0.0,0.0,4,6,3,54
2995,6,3.75,8.245384468120747,3810,1610,2.0,0.0,0.0,4,8,4,45
2996,5,2.25,7.709756864454165,1320,2080,1.0,0.0,0.0,3,8,5,44
2997,3,2.5,7.533693709848633,1870,1580,2.0,0.0,0.0,3,8,11,29
2998,4,3.0,8.055157731819678,3150,3150,2.0,0.0,0.0,3,9,9,21
2999,6,3.75,7.986164860332727,2940,1530,2.0,0.0,0.0,3,7,1,80
3000,3,1.75,7.855544677915663,1290,2280,1.0,0.0,0.0,4,7,5,71
3001,3,2.5,7.644919344958857,2090,2520,2.0,0.0,0.0,3,9,3,18
3002,2,1.0,6.697034247666484,810,1080,1.0,0.0,0.0,3,7,2,72
3003,4,2.5,7.580699752224563,1960,1800,2.0,0.0,0.0,3,7,10,19
3004,2,1.0,6.659293919683638,780,1270,1.0,0.0,0.0,3,6,1,75
3005,3,2.5,8.064636475774222,3180,3000,2.0,0.0,2.0,3,10,4,31
3006,3,1.0,6.856461984594587,950,1080,1.5,0.0,0.0,3,6,11,93
3007,3,2.5,7.897296472595885,2690,2570,2.0,0.0,0.0,3,9,10,35
3008,4,1.0,7.27931883541462,1450,1530,1.5,0.0,0.0,4,6,1,90
3009,4,2.5,7.495541943884256,1080,1870,1.0,0.0,0.0,5,7,8,43
3010,3,2.5,8.016317898503415,3030,3370,2.0,0.0,0.0,3,10,3,25
3011,4,2.5,7.882314918980268,2650,2640,2.0,0.0,0.0,3,8,8,9
3012,4,3.25,8.326032685955079,4130,3720,2.0,0.0,0.0,3,11,4,21
3013,3,1.0,7.003065458786462,1100,1100,1.5,0.0,0.0,4,6,9,107
3014,3,1.0,7.461640392208575,1270,1070,1.0,0.0,0.0,3,7,10,75
3015,5,3.25,8.411832675758411,3000,2780,2.0,0.0,4.0,4,8,6,54
3016,4,1.75,8.026170194946426,3060,2180,1.0,0.0,0.0,3,8,1,64
3017,4,2.5,8.035926369891792,2420,2220,2.0,0.0,0.0,5,8,7,37
3018,3,2.0,7.146772179452637,1270,1180,3.0,0.0,0.0,3,8,3,19
3019,2,1.0,6.756932389247553,860,1554,1.0,0.0,0.0,3,7,9,73
3020,4,2.25,7.450079569807499,1120,1510,1.0,0.0,0.0,4,7,5,44
3021,2,1.0,6.907755278982137,800,1270,1.0,0.0,0.0,3,6,3,93
3022,2,1.0,7.090076835776092,1200,2150,2.0,0.0,0.0,2,7,6,46
3023,2,1.0,6.937314081223682,1030,1510,1.0,0.0,0.0,3,7,10,97
3024,3,2.5,7.6638772587034705,2130,2250,2.0,0.0,0.0,3,8,9,9
3025,3,1.5,7.258412150595307,1420,1540,1.0,0.0,0.0,5,7,11,65
3026,3,2.5,7.461640392208575,1740,1740,2.0,0.0,0.0,3,8,4,30
3027,5,2.0,7.31986492980897,1510,1610,2.0,0.0,0.0,3,6,2,39
3028,4,3.5,8.237479288613633,3110,3310,2.0,0.0,0.0,3,9,1,21
3029,4,1.75,7.489970898834801,1050,1540,1.0,0.0,0.0,4,7,11,71
3030,4,1.75,7.450079569807499,1720,1660,1.0,0.0,0.0,4,8,4,53
3031,3,2.0,7.170119543449628,1300,1300,2.0,0.0,0.0,3,7,9,34
3032,5,3.0,7.795646536334594,1370,1770,1.0,0.0,0.0,4,7,6,65
3033,4,3.75,8.15478757276852,1870,4780,1.0,0.0,4.0,3,9,3,71
3034,3,1.75,7.1929342212158,1330,2600,1.0,0.0,0.0,3,8,3,64
3035,3,4.0,8.122668023346407,3370,3710,2.0,0.0,0.0,3,10,3,8
3036,5,2.75,7.975908360165538,2910,1980,1.5,0.0,0.0,4,8,2,55
3037,4,2.0,7.7706452341291765,2370,2110,2.0,0.0,0.0,4,8,7,44
3038,4,2.5,8.271292652979412,3910,2920,1.5,0.0,0.0,3,8,7,114
3039,3,1.5,7.414572881350589,1210,1440,1.0,0.0,0.0,4,7,3,68
3040,3,1.5,7.200424892944957,1340,1730,1.0,0.0,0.0,3,7,2,50
3041,4,2.75,8.003028666384733,2990,2990,2.0,0.0,0.0,3,9,10,8
3042,4,2.5,7.886081401775745,2660,2920,2.0,0.0,0.0,3,10,11,28
3043,4,2.5,8.003028666384733,2990,3140,2.0,0.0,0.0,3,8,11,18
3044,4,2.5,7.904703913873747,2710,2380,2.0,0.0,0.0,3,7,9,13
3045,3,2.5,7.138866999945524,1260,1310,2.0,0.0,0.0,3,8,7,23
3046,4,3.5,8.435983135990694,4610,3900,2.0,0.0,0.0,3,10,4,22
3047,3,1.0,7.512071245835466,1550,1810,1.0,0.0,0.0,3,7,4,45
3048,3,2.5,8.122668023346407,3370,2980,2.0,0.0,0.0,4,9,7,34
3049,4,1.5,7.003065458786462,1100,1100,1.0,0.0,0.0,4,6,5,62
3050,3,2.5,7.700747794511798,2210,2250,2.0,0.0,0.0,3,8,11,19
3051,3,2.5,7.501082124259871,1810,1470,3.0,0.0,0.0,3,8,8,24
3052,3,2.0,7.549609165154532,950,1690,1.0,0.0,0.0,5,7,5,56
3053,2,2.0,7.003065458786462,1100,1390,1.5,0.0,0.0,3,7,5,110
3054,3,2.5,7.8160138391590275,2480,2540,2.0,0.0,0.0,4,8,8,33
3055,3,4.0,8.34283980427146,3600,2760,2.0,0.0,2.0,4,11,3,89
3056,3,2.5,7.8160138391590275,2480,2310,2.0,0.0,0.0,3,8,7,20
3057,2,1.0,6.363028103540465,580,1700,1.0,0.0,0.0,3,5,3,79
3058,2,1.0,6.877296071497429,970,1200,1.0,0.0,0.0,3,7,10,75
3059,4,3.5,8.382518288089635,2780,2860,2.0,0.0,3.0,3,8,3,26
3060,4,2.5,7.799753318287247,2440,2560,2.0,0.0,0.0,3,8,5,26
3061,4,1.75,7.1308988302963465,1250,990,1.0,0.0,0.0,5,6,6,63
3062,4,2.0,7.258412150595307,1420,1530,1.0,0.0,0.0,4,7,4,59
3063,3,2.25,7.286191714702382,1460,1850,1.0,0.0,0.0,3,7,4,59
3064,3,2.5,7.333023014386481,1030,1850,1.0,0.0,0.0,5,7,4,26
3065,4,3.25,8.058327306580958,2460,2900,2.0,0.0,0.0,3,9,3,25
3066,2,0.75,6.927557906278317,1020,1020,2.0,0.0,0.0,3,7,6,13
3067,3,1.0,6.887552571664617,980,1280,1.0,0.0,0.0,3,7,8,55
3068,2,1.0,6.565264970035361,710,740,1.0,0.0,0.0,3,6,1,80
3069,3,2.5,8.101677747454572,3300,3280,2.0,0.0,0.0,3,9,9,28
3070,4,2.5,7.7142311448490855,1380,1540,1.0,0.0,0.0,5,8,4,48
3071,1,1.0,6.565264970035361,710,1440,1.5,0.0,0.0,3,6,10,7
3072,4,2.5,7.859413154693583,2590,2500,2.0,0.0,0.0,3,8,2,19
3073,4,2.0,7.67786350067821,2160,1980,1.5,0.0,1.0,4,8,6,94
3074,4,2.5,8.180320874773685,3570,3230,2.0,0.0,0.0,3,9,12,8
3075,4,2.5,7.600902459542082,2000,1790,2.0,0.0,0.0,3,8,6,23
3076,3,2.5,7.408530566894626,1650,1720,2.0,0.0,0.0,3,8,11,37
3077,4,3.0,7.979338895262328,1460,2970,1.0,0.0,3.0,5,8,5,58
3078,4,2.5,7.731930721948486,2280,2280,2.0,0.0,0.0,3,7,7,19
3079,2,1.5,7.05617528410041,1160,1500,1.0,0.0,0.0,4,7,11,72
3080,3,1.0,6.984716320118266,1080,1470,1.5,0.0,0.0,3,7,11,69
3081,3,1.75,7.432483807917119,1190,1300,1.0,0.0,0.0,3,7,11,46
3082,4,3.25,8.035926369891792,2370,3630,2.0,0.0,0.0,3,9,6,18
3083,4,2.5,7.640123172695364,1680,1270,1.0,0.0,0.0,3,7,8,72
3084,4,2.5,7.8160138391590275,1240,2230,1.0,0.0,0.0,4,8,3,59
3085,4,2.5,8.11969625295725,3360,3150,2.0,0.0,0.0,3,10,7,28
3086,3,2.5,7.635303886259415,1420,2070,1.0,0.0,0.0,3,8,4,43
3087,3,1.75,7.1853870155804165,1320,1680,1.0,0.0,0.0,4,7,8,54
3088,2,1.0,6.966024187106113,1060,1460,1.0,0.0,0.0,4,6,4,105
3089,2,1.0,7.01211529430638,1010,1410,1.0,0.0,0.0,3,7,3,71
3090,3,1.5,7.495541943884256,1420,1800,1.0,0.0,0.0,3,8,10,75
3091,3,2.25,7.27931883541462,1450,1650,2.0,0.0,0.0,3,7,8,28
3092,4,2.5,8.296546520300614,4010,4280,2.0,0.0,0.0,4,12,8,32
3093,3,2.5,7.867105500316739,2610,2460,2.0,0.0,0.0,3,8,10,18
3094,3,2.5,7.6544432264701125,1410,1630,2.0,0.0,0.0,3,8,8,8
3095,4,2.25,7.6638772587034705,2130,2380,2.0,0.0,0.0,4,9,6,50
3096,4,2.0,8.07402621612406,2040,2540,1.5,0.0,0.0,5,7,12,108
3097,2,1.5,7.05617528410041,970,1700,2.0,0.0,0.0,3,7,11,17
3098,3,3.0,7.326465613840322,1180,2080,1.0,0.0,0.0,3,7,5,55
3099,4,1.75,7.580699752224563,1340,1500,1.0,0.0,0.0,5,7,5,43
3100,4,2.75,8.35936910622267,4270,3860,2.0,0.0,0.0,3,11,11,26
3101,6,2.75,7.886081401775745,1550,2280,1.0,0.0,0.0,5,8,6,60
3102,2,1.5,7.799753318287247,1590,1770,2.0,0.0,0.0,3,7,4,112
3103,3,2.5,7.933796874815411,2790,2620,2.0,0.0,0.0,3,8,8,20
3104,3,2.25,7.495541943884256,1270,1940,1.0,0.0,0.0,3,8,7,43
3105,3,2.5,8.03268487596762,3080,2780,2.0,0.0,0.0,3,9,3,32
3106,4,2.5,7.533693709848633,1100,1590,1.0,0.0,0.0,3,7,1,45
3107,2,1.0,7.489970898834801,1040,1310,1.0,0.0,0.0,4,7,5,99
3108,3,1.0,6.887552571664617,980,1430,1.0,0.0,0.0,3,7,11,66
3109,3,1.75,7.7706452341291765,1280,1990,1.0,0.0,3.0,3,7,7,68
3110,3,1.0,7.251344983372214,1210,1330,1.5,0.0,0.0,3,6,8,97
3111,4,2.5,8.216088098632316,2620,3480,1.0,0.0,4.0,3,11,6,34
3112,5,2.5,7.450079569807499,1720,1720,1.5,0.0,0.0,3,7,8,52
3113,4,2.0,7.736307096548285,2290,2300,1.0,0.0,0.0,4,8,5,67
3114,5,1.75,7.358830898342354,1570,1610,2.0,0.0,0.0,4,7,1,114
3115,2,1.0,6.966024187106113,1060,1980,1.0,0.0,0.0,3,7,5,96
3116,3,3.0,7.346010209913293,1280,1940,2.0,0.0,0.0,3,8,12,21
3117,4,4.5,8.266164436612492,3060,4170,2.0,0.0,3.0,3,11,7,18
3118,2,1.0,7.3395376954076745,820,1420,1.0,0.0,0.0,4,7,5,76
3119,3,1.0,6.946975992135418,1040,1470,1.0,0.0,0.0,5,7,3,51
3120,3,2.5,7.948031990637284,2830,2830,2.0,0.0,0.0,3,9,11,12
3121,3,1.0,7.1308988302963465,1250,1450,1.5,0.0,0.0,4,6,4,91
3122,2,1.0,7.090076835776092,1200,1200,1.0,0.0,0.0,4,6,5,64
3123,3,2.25,7.358830898342354,1570,1680,2.0,0.0,0.0,3,8,3,20
3124,3,3.0,7.286191714702382,1460,1460,3.0,0.0,0.0,3,8,4,16
3125,4,2.5,8.061486866871327,3170,2540,2.0,0.0,0.0,4,8,10,43
3126,4,2.5,7.867105500316739,2610,2470,2.0,0.0,0.0,3,8,3,18
3127,3,2.25,7.473069088032197,1330,2210,1.0,0.0,0.0,4,7,3,43
3128,2,2.0,7.982757702011113,1680,2234,1.0,0.0,2.0,4,8,7,42
3129,3,1.5,7.22983877815125,1080,1220,1.0,0.0,0.0,3,7,4,74
3130,3,1.5,7.438383530044307,1700,2630,1.0,0.0,1.0,4,8,6,68
3131,4,2.5,7.600902459542082,2000,2410,2.0,0.0,0.0,3,7,8,17
3132,3,1.75,7.762170607138205,1800,2040,1.0,0.0,0.0,4,8,6,44
3133,3,2.75,7.595889917718538,1990,3120,1.0,0.0,0.0,3,8,4,36
3134,3,1.5,7.3901814282264295,1620,1610,1.0,0.0,0.0,4,7,7,55
3135,4,1.75,7.67786350067821,2160,1790,2.0,0.0,0.0,4,8,11,44
3136,3,2.0,7.762170607138205,1600,2160,1.0,0.0,0.0,3,7,11,41
3137,4,1.5,7.365180126021013,1390,1580,1.5,0.0,0.0,3,7,7,77
3138,2,1.0,6.672032945461067,790,1700,1.0,0.0,2.0,3,7,2,114
3139,3,1.5,7.396335293800808,1630,1680,1.0,0.0,0.0,4,6,5,74
3140,5,2.0,7.753623546559746,1270,1550,1.0,0.0,0.0,4,7,10,61
3141,3,1.5,7.299797366758161,1000,1470,1.0,0.0,0.0,3,7,7,42
3142,4,4.0,8.009695357742922,3010,3490,2.0,0.0,0.0,3,10,7,18
3143,6,2.0,7.851661177889265,1970,2030,1.5,0.0,0.0,4,7,8,111
3144,3,2.75,7.580699752224563,1410,2040,1.5,0.0,0.0,5,7,5,96
3145,5,2.0,8.17188200612782,3540,2280,2.0,0.0,3.0,3,9,7,52
3146,3,2.75,7.512071245835466,1830,2030,2.0,0.0,0.0,3,8,7,31
3147,4,2.5,7.835974581721566,2530,2530,2.0,0.0,0.0,3,8,7,8
3148,3,1.75,7.506591780070841,1230,1790,1.0,0.0,0.0,3,7,6,46
3149,4,2.5,8.003028666384733,2990,3340,2.0,0.0,0.0,3,11,6,32
3150,4,2.5,7.951559331155252,1420,2310,1.0,0.0,2.0,5,8,8,70
3151,3,2.0,7.517520850603031,920,1480,1.0,0.0,0.0,5,7,4,94
3152,4,2.75,8.09559870137819,3280,3490,2.0,0.0,0.0,3,10,5,26
3153,5,3.5,8.039157390473237,1660,2700,1.0,0.0,4.0,3,9,6,52
3154,2,2.25,7.237059026124737,1165,1415,2.0,0.0,0.0,3,8,11,15
3155,4,2.0,7.517520850603031,1080,1170,1.5,0.0,0.0,4,6,5,93
3156,5,3.75,8.261009786023827,3870,3600,2.0,0.0,0.0,3,10,6,24
3157,5,1.75,8.098642843759418,1790,2380,1.0,0.0,0.0,3,7,1,54
3158,5,2.0,7.549609165154532,1900,2110,1.5,0.0,0.0,4,6,2,102
3159,2,1.0,7.029972911706386,1130,1010,1.0,0.0,0.0,4,6,4,80
3160,5,3.25,8.107720061910534,2480,2330,2.0,0.0,0.0,4,8,7,23
3161,4,2.5,7.620705086838262,1610,1730,1.0,0.0,0.0,5,8,8,54
3162,3,2.5,7.659171367666058,2120,2280,2.0,0.0,0.0,3,7,7,21
3163,3,2.25,7.106606137727303,1220,1220,2.0,0.0,0.0,3,7,2,36
3164,3,3.25,8.226840890408578,3100,2400,2.5,0.0,0.0,3,11,6,32
3165,2,1.0,6.429719478039138,620,620,1.0,0.0,0.0,3,6,2,81
3166,4,2.25,8.125630988477065,1690,2390,1.0,0.0,2.0,4,8,7,53
3167,3,2.5,7.8709295967551425,2620,3010,2.0,0.0,0.0,4,9,9,33
3168,4,1.5,7.560080465021827,1920,2020,1.0,0.0,0.0,3,8,5,67
3169,4,3.75,8.107720061910534,3320,1560,2.0,0.0,0.0,3,10,10,8
3170,5,2.0,7.371489295214277,1060,1460,1.0,0.0,0.0,5,7,4,60
3171,4,3.75,8.234830280442056,2890,2800,2.5,0.0,0.0,5,9,11,106
3172,4,2.5,7.940939762327791,2810,2640,2.0,0.0,0.0,3,8,8,21
3173,2,1.0,7.05617528410041,1160,1440,1.0,0.0,0.0,3,7,3,75
3174,5,2.75,8.107720061910534,2020,1840,1.0,0.0,0.0,4,7,7,59
3175,3,2.0,7.22983877815125,1380,1620,1.0,0.0,0.0,3,7,6,14
3176,5,3.0,7.996317231796746,2970,2970,2.0,0.0,0.0,3,9,4,23
3177,3,1.75,7.6544432264701125,2110,2560,1.0,0.0,0.0,4,8,6,61
3178,4,2.5,8.1886891244442,3600,3590,2.0,0.0,0.0,3,9,9,8
3179,4,1.75,7.787382026484701,1600,1850,1.0,0.0,0.0,3,7,10,44
3180,4,1.75,7.1853870155804165,940,1260,1.0,0.0,0.0,4,7,4,80
3181,3,1.75,7.1929342212158,1210,1500,2.0,0.0,0.0,4,7,10,113
3182,4,2.25,7.659171367666058,2120,1890,2.0,0.0,0.0,3,8,4,41
3183,4,2.5,7.659171367666058,2120,1990,2.0,0.0,0.0,3,8,6,37
3184,2,2.5,7.371489295214277,1590,1590,2.0,0.0,0.0,3,8,8,10
3185,4,3.25,8.210668031162976,2840,3620,2.0,0.0,0.0,3,9,5,19
3186,4,2.5,8.06777619577889,3190,3040,2.0,0.0,0.0,3,10,12,23
3187,3,2.0,7.3395376954076745,1540,1250,1.0,0.0,0.0,3,7,3,25
3188,5,2.5,7.759614150696903,1560,2344,1.0,0.0,0.0,4,8,10,46
3189,4,2.75,7.969011781106478,2890,2890,2.0,0.0,0.0,3,9,4,8
3190,3,2.5,7.630461261783627,2060,2370,2.0,0.0,0.0,3,8,8,8
3191,4,1.5,8.128585200374497,2530,3080,2.0,0.0,0.0,4,8,3,106
3192,4,2.0,7.982757702011113,2930,1960,1.5,0.0,0.0,4,8,8,57
3193,4,2.5,8.064636475774222,3180,3070,2.0,0.0,0.0,4,11,10,36
3194,4,1.5,7.61085279039525,2020,1410,1.0,0.0,0.0,4,7,6,62
3195,2,1.5,7.05617528410041,890,1160,2.0,0.0,0.0,3,7,11,16
3196,3,1.75,7.6255950721324535,2050,3180,1.0,0.0,0.0,2,8,7,49
3197,3,1.75,7.4205789054108005,1670,2330,1.0,0.0,0.0,4,8,5,46
3198,4,2.0,7.705262474866325,2220,2650,1.0,0.0,0.0,3,7,5,59
3199,4,2.75,8.14902386805177,1780,3200,1.0,0.0,4.0,4,9,7,48
3200,3,2.25,7.237059026124737,1390,1250,3.0,0.0,0.0,3,8,7,15
3201,3,2.5,7.408530566894626,1650,1650,3.0,0.0,0.0,3,8,7,15
3202,3,1.5,7.047517221357296,1150,1630,1.0,0.0,0.0,3,7,9,61
3203,4,2.5,7.77485576666552,2380,2580,2.0,0.0,0.0,3,8,9,16
3204,4,2.0,7.471363088187097,1757,1850,1.0,0.0,2.0,5,7,10,67
3205,4,2.5,7.723120092266331,2260,2240,2.0,0.0,0.0,3,8,8,11
3206,3,1.75,7.668561108015897,1620,930,1.5,0.0,0.0,4,7,4,52
3207,2,1.75,7.5652752818989315,1930,1670,1.0,0.0,0.0,3,8,3,16
3208,3,1.0,7.064759027791802,1170,2040,1.0,0.0,0.0,3,7,5,60
3209,3,2.25,7.673223121121708,2150,2240,2.0,0.0,0.0,3,8,12,38
3210,3,2.5,7.7406644019172415,2300,2300,2.0,0.0,2.0,3,9,5,25
3211,4,1.75,7.27931883541462,950,1850,1.0,0.0,0.0,4,7,11,97
3212,3,1.75,7.2078598714324755,1100,2190,1.0,0.0,0.0,3,8,10,69
3213,3,1.0,7.3395376954076745,1540,1210,1.0,0.0,0.0,4,7,4,62
